eid,groupid,artifactid,version,releasedate,license,licenseDetailed,license_url,source,updated license,notes
335286,NULL,NULL,release-2.0.3-alpha-rc0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.0.4-alpha,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.0.4-alpha-rc0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.0.4-alpha-rc1,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.0.4-alpha-rc2,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.0.4.1-alpha-rc0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.0.5-alpha,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.0.5-alpha-rc0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.0.5-alpha-rc1,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.0.5-alpha-rc2,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.0.6-alpha,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.0.6-alpha-rc0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.0.6-alpha-rc1,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.1.0-beta,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.1.0-beta-rc0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.1.0-beta-rc1,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.1.0-beta-rc2,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.1.1-beta-rc0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.1.1-rc0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.2.0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.2.0-rc0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.2.1-rc0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.3.0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.3.0-rc0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.4.0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.4.0-rc0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.4.1,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.4.1-rc0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.4.1-rc1,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.5.0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.5.0-rc0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.5.0-rc1,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.5.0-rc2,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.5.1,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.5.2,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.5.2-RC0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.5.2-RC1,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.6.0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.6.0-rc0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.6.0-rc1,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.6.1,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.6.1-RC0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.6.1-RC1,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.6.2,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.6.2-RC0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.6.3,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.6.3-RC0,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
335286,NULL,NULL,release-2.6.3-RC0.1,NULL,Other,Other,https://raw.githubusercontent.com/apache/hadoop/trunk/LICENSE.txt,github,,
